season,week,date,time_et,game_type,away,home,rank_away,rank_home,conf_away,conf_home,neutral,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,first_downs_away,first_downs_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,total_yards_away,total_yards_home,fum_away,fum_home,int_away,int_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,possession_away,possession_home,attendance,tv,home_nces_name,home_lat,home_lon,away_nces_name,away_lat,away_lon,game_lat,game_lon,processed_time
2018,,2018-12-15,1:30 PM,post,Tulane,UL-Lafayette,,,aac,sun-belt,True,41,24,21,3,3,14,0,7,3,7,7,0,28,11,7,15,4,13,2,3,1,2,11,18,145,11,25,174,68,337,30,84,482,258,1,0,1,1,1,5,1,15,40.52,19.48,19066,CBSSN,University of Louisiana at Lafayette,30.212191,-92.020165,Tulane University of Louisiana,29.940069,-90.122144,,,2025-10-25 15:33:52
2018,,2018-12-15,9:00 PM,post,Middle Tennessee,Appalachian State,,,cusa,sun-belt,True,13,45,3,3,7,0,0,0,24,14,7,0,24,23,5,13,7,10,0,2,0,0,25,37,330,17,26,215,35,62,34,233,392,448,0,1,2,2,12,89,8,50,33.52,26.48,23942,ESPN,Appalachian State University,36.215536,-81.680583,Middle Tennessee State University,35.848005,-86.360618,,,2025-10-25 15:33:52
2018,,2018-12-21,12:30 PM,post,FIU,Toledo,,,cusa,mac,True,35,32,0,14,7,14,0,10,0,7,15,0,26,21,9,15,2,11,1,2,2,2,18,27,223,22,38,264,43,236,27,124,459,388,1,1,0,0,7,50,5,55,33.18,26.82,13510,ESPN,University of Toledo,41.660572,-83.614714,Florida International University,25.75732,-80.373928,,,2025-10-25 15:33:52
2018,,2018-12-22,10:30 PM,post,Hawaii,Louisiana Tech,,,mwc,cusa,True,14,31,0,7,0,7,0,3,0,21,7,0,17,21,2,14,6,13,3,3,0,1,17,34,168,19,31,285,32,58,38,168,226,453,0,2,3,1,12,140,9,99,29.38,30.62,30911,ESPN,Louisiana Tech University,32.528297,-92.649963,University of Hawaii at Manoa,21.298598,-157.818979,,,2025-10-25 15:33:52
2018,,2018-12-27,5:15 PM,post,Miami (FL),Wisconsin,,,acc,big10,True,3,35,3,0,0,0,0,14,0,7,14,0,6,20,3,11,6,13,0,0,0,0,6,17,48,6,11,73,23,121,58,333,169,406,1,0,4,1,1,5,1,15,19.8,39.78,37821,ESPN,University of Wisconsin-Madison,43.075409,-89.404098,University of Miami,25.72126,-80.278662,,,2025-10-25 15:33:52
2018,,2018-12-31,7:30 PM,post,NC State,Texas A&M,,19,acc,sec,True,13,52,3,10,0,0,0,7,14,14,17,0,15,18,0,13,5,10,2,4,0,1,19,32,139,14,26,140,37,134,34,401,273,541,0,0,2,1,4,30,8,75,32.95,27.05,38206,ESPN,Texas A & M University-College Station,30.618726,-96.336475,North Carolina State University at Raleigh,35.785111,-78.674517,,,2025-10-25 15:33:52
2019,1,2019-08-24,7:00 PM,regular,Miami (FL),Florida,,8,acc,sec,True,20,24,3,10,0,7,0,7,0,10,7,0,20,17,2,14,2,10,0,2,4,4,19,30,214,17,27,254,36,87,28,50,301,304,1,2,0,2,14,118,9,100,36.22,23.78,66543,ESPN,University of Florida,29.64629,-82.347911,University of Miami,25.72126,-80.278662,,,2025-10-25 15:33:52
2019,1,2019-08-31,12:00 PM,regular,Mississippi State,UL-Lafayette,,,sec,sun-belt,True,38,28,7,14,7,10,0,7,7,0,14,0,29,27,4,9,4,10,0,1,0,2,20,30,236,24,40,267,40,261,38,163,497,430,2,3,0,1,5,40,6,45,30.62,29.38,22440,ESPNU,University of Louisiana at Lafayette,30.212191,-92.020165,Mississippi State University,33.454852,-88.790139,,,2025-10-25 15:33:52
2019,5,2019-09-28,12:00 PM,regular,Texas A&M,Arkansas,23,,sec,sec,True,31,27,7,14,0,10,0,0,17,7,3,0,24,26,5,10,5,13,0,0,1,2,23,35,251,27,44,297,33,89,26,98,340,395,1,0,1,1,6,55,8,48,32.62,27.38,51441,ESPN,University of Arkansas,36.070009,-94.176981,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:52
2019,,2019-12-21,5:30 PM,post,FIU,Arkansas State,,,cusa,sun-belt,True,26,34,0,13,10,3,0,14,6,7,7,0,23,31,6,16,12,19,1,2,1,2,22,39,312,27,52,393,35,132,37,132,444,525,0,1,2,1,7,62,10,96,31.67,28.33,16209,ESPN,Arkansas State University,35.842388,-90.679988,Florida International University,25.75732,-80.373928,,,2025-10-25 15:33:52
2019,,2019-12-21,9:00 PM,post,Appalachian State,UAB,20,,sun-belt,cusa,True,31,17,0,10,21,0,0,14,0,3,0,0,20,20,3,14,3,14,2,2,2,3,13,25,142,22,34,298,40,261,33,40,403,338,0,2,0,1,11,130,8,76,32.95,27.05,21202,ESPN,University of Alabama at Birmingham,33.505697,-86.799345,Appalachian State University,36.215536,-81.680583,,,2025-10-25 15:33:52
2019,,2019-12-26,4:00 PM,post,Louisiana Tech,Miami (FL),,,cusa,acc,True,14,0,0,7,0,7,0,0,0,0,0,0,18,15,6,16,5,14,0,0,0,0,13,28,163,15,34,153,40,174,28,74,337,227,0,1,1,2,5,49,7,65,31.43,28.57,33129,ESPN,University of Miami,25.72126,-80.278662,Louisiana Tech University,32.528297,-92.649963,,,2025-10-25 15:33:52
2019,,2019-12-27,6:45 PM,post,Oklahoma State,Texas A&M,25,,big12,sec,True,21,24,14,0,0,7,0,0,7,7,10,0,17,19,4,12,5,10,0,1,0,0,15,28,184,13,19,95,31,150,41,248,334,343,0,2,0,0,5,42,8,56,25.78,34.22,68415,ESPN,Texas A & M University-College Station,30.618726,-96.336475,Oklahoma State University-Main Campus,36.123085,-97.069743,,,2025-10-25 15:33:52
2019,,2020-01-06,7:30 PM,post,UL-Lafayette,Miami (OH),,,sun-belt,mac,True,27,17,0,10,14,3,0,0,7,3,7,0,18,22,5,12,6,13,0,0,0,2,19,26,246,22,31,248,34,155,37,103,401,351,0,1,0,0,9,53,3,23,28.28,31.72,29212,ESPN,Miami University-Oxford,39.507757,-84.732954,University of Louisiana at Lafayette,30.212191,-92.020165,,,2025-10-25 15:33:52
2020,15,2020-12-11,10:00 PM,regular,Nevada,San Jose State,,,mwc,mwc,True,20,30,10,10,0,0,0,7,0,20,3,0,24,18,6,13,5,11,1,2,0,2,33,48,260,20,30,306,26,138,27,200,398,506,2,0,0,1,7,62,11,93,31.72,28.28,,CBSSN,San Jose State University,37.336569,-121.880621,University of Nevada-Reno,39.543642,-119.815377,,,2025-10-25 15:33:52
2020,16,2020-12-19,4:40 PM,regular,Boise State,San Jose State,,24,mwc,mwc,True,20,34,3,3,7,7,0,7,12,0,15,0,13,26,3,14,5,16,1,3,1,3,20,41,221,32,52,453,25,3,25,45,224,498,0,0,0,0,7,60,8,49,25.47,34.53,,FOX,San Jose State University,37.336569,-121.880621,Boise State University,43.604284,-116.203301,,,2025-10-25 15:33:52
2020,,2020-12-21,2:30 PM,post,Appalachian State,North Texas,,,sun-belt,cusa,True,56,28,14,21,7,14,0,0,14,7,7,0,22,30,4,9,7,18,0,1,3,5,9,17,136,22,37,267,39,500,58,230,636,497,0,0,0,1,12,116,9,91,28.1,31.9,5000,ESPN,University of North Texas,33.211178,-97.148422,Appalachian State University,36.215536,-81.680583,,,2025-10-25 15:33:52
2020,,2020-12-24,3:30 PM,post,Hawaii,Houston,,,mwc,aac,True,28,14,14,7,7,0,0,0,0,14,0,0,11,20,4,14,7,19,1,1,2,4,15,23,136,21,43,249,34,131,38,58,267,307,0,0,0,3,3,40,5,25,26.93,33.07,2060,ESPN,University of Houston,29.720393,-95.343537,University of Hawaii at Manoa,21.298598,-157.818979,,,2025-10-25 15:33:52
2020,,2020-12-26,3:30 PM,post,UL-Lafayette,UTSA,19,,sun-belt,cusa,True,31,24,7,10,7,7,0,0,7,14,3,0,23,27,6,12,4,10,2,3,1,2,12,23,146,13,21,208,46,265,44,223,411,431,1,1,0,1,10,84,7,66,32.62,27.38,3512,ABC,The University of Texas at San Antonio,29.583709,-98.620657,University of Louisiana at Lafayette,30.212191,-92.020165,,,2025-10-25 15:33:52
2020,,2020-12-29,5:30 PM,post,Oklahoma State,Miami (FL),21,18,big12,acc,True,37,34,21,0,3,13,0,0,10,9,15,0,29,27,6,16,4,14,1,1,3,5,27,40,305,30,48,356,43,113,30,156,418,512,0,2,0,0,9,81,8,76,33.82,26.18,,ESPN,University of Miami,25.72126,-80.278662,Oklahoma State University-Main Campus,36.123085,-97.069743,,,2025-10-25 15:33:52
2020,,2020-12-31,2:00 PM,post,Ball State,San Jose State,,22,mac,mwc,True,34,13,27,0,7,0,0,0,0,13,0,0,21,18,6,15,1,13,1,2,1,3,12,19,217,26,46,278,51,185,22,69,402,347,2,0,0,4,8,64,8,80,31.28,28.72,,CBS,San Jose State University,37.336569,-121.880621,Ball State University,40.203431,-85.409043,,,2025-10-25 15:33:52
2020,,2021-01-01,12:00 PM,post,Georgia,Cincinnati,9,8,sec,aac,True,24,21,7,3,0,14,0,7,7,7,0,0,19,16,1,11,3,14,1,2,1,1,27,39,404,24,37,206,24,45,27,99,449,305,1,1,1,0,6,66,11,80,28.6,31.4,15301,ESPN,University of Cincinnati-Main Campus,39.131159,-84.51428,University of Georgia,33.956262,-83.374039,,,2025-10-25 15:33:52
2020,,2021-01-02,8:00 PM,post,Texas A&M,North Carolina,5,13,sec,acc,True,41,27,7,10,0,24,0,3,10,7,7,0,19,18,5,13,5,15,1,1,1,3,16,26,232,18,31,234,35,225,34,90,457,324,0,0,0,1,9,87,5,38,32.22,27.78,13737,ESPN,University of North Carolina at Chapel Hill,35.911769,-79.050969,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:52
2021,1,2021-09-02,7:30 PM,regular,East Carolina,Appalachian State,,,aac,sun-belt,True,19,33,6,0,3,10,0,14,6,7,6,0,20,25,5,16,4,11,2,3,0,0,22,41,295,20,27,259,24,86,36,226,381,485,1,0,1,1,7,90,7,65,28.08,31.92,36752,ESPNU,Appalachian State University,36.215536,-81.680583,East Carolina University,35.607186,-77.368291,,,2025-10-25 15:33:52
2021,1,2021-09-04,3:30 PM,regular,Alabama,Miami (FL),1,14,sec,acc,True,44,13,10,17,14,3,0,0,3,10,0,0,28,18,10,16,6,14,0,1,1,2,28,39,354,23,31,178,38,147,31,88,501,266,1,1,0,2,8,81,7,75,37.03,22.97,71829,ABC,University of Miami,25.72126,-80.278662,The University of Alabama,33.211875,-87.545978,,,2025-10-25 15:33:52
2021,2,2021-09-11,3:30 PM,regular,Texas A&M,Colorado,5,,sec,pac12,True,10,7,0,3,0,7,0,7,0,0,0,0,14,14,8,20,4,14,0,0,0,2,19,40,191,13,25,89,29,98,38,171,289,260,1,0,0,1,7,65,2,17,31.43,28.57,,FOX,University of Colorado Boulder,40.008781,-105.270823,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:52
2021,4,2021-09-25,3:30 PM,regular,Texas A&M,Arkansas,7,16,sec,sec,True,10,20,0,3,7,0,0,10,7,0,3,0,15,20,4,14,3,13,0,1,0,1,20,36,151,9,19,246,23,121,49,197,272,443,0,0,1,0,11,75,10,65,29.17,30.83,57992,CBS,University of Arkansas,36.070009,-94.176981,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:52
2021,15,2021-12-11,3:00 PM,regular,Army,Navy,,,ind,aac,True,13,17,10,3,0,0,0,7,0,7,3,0,11,13,4,12,6,15,0,1,2,2,7,16,108,4,6,82,33,124,52,196,232,278,0,0,0,0,2,10,5,40,25.58,34.42,82282,CBS,United States Naval Academy,38.980507,-76.481692,United States Military Academy,41.390479,-73.956603,,,2025-10-25 15:33:52
2021,,2021-12-18,11:00 AM,post,Western Kentucky,Appalachian State,,,cusa,sun-belt,True,59,38,14,17,21,7,0,14,10,7,7,0,27,24,8,13,5,15,0,0,2,5,33,47,422,20,35,358,28,216,43,251,638,609,1,2,0,2,2,10,6,35,28.8,31.2,15429,ESPN,Appalachian State University,36.215536,-81.680583,Western Kentucky University,36.985035,-86.456828,,,2025-10-25 15:33:52
2021,,2021-12-18,9:15 PM,post,UL-Lafayette,Marshall,23,,sun-belt,cusa,True,36,21,10,6,0,20,0,7,7,7,0,0,23,13,7,17,5,13,0,1,0,0,20,32,278,15,26,99,51,220,30,187,498,286,0,1,0,1,6,50,9,80,37.43,22.57,21642,ESPN,Marshall University,38.422482,-82.428964,University of Louisiana at Lafayette,30.212191,-92.020165,,,2025-10-25 15:33:52
2022,1,2022-09-04,7:30 PM,regular,Florida State,LSU,,,acc,sec,True,24,23,0,7,10,7,0,3,0,7,13,0,22,25,11,17,5,11,0,1,2,2,20,33,260,25,35,209,38,132,30,139,392,348,1,2,0,0,7,80,4,45,34.1,25.9,68388,ABC,Louisiana State University and Agricultural & Mechanical College,30.414986,-91.178921,Florida State University,30.440756,-84.291921,,,2025-10-25 15:33:52
2022,4,2022-09-24,7:00 PM,regular,Arkansas,Texas A&M,10,23,sec,sec,True,21,23,14,0,0,7,0,0,13,10,0,0,24,16,6,15,4,12,2,2,0,0,12,19,171,11,21,151,54,244,34,192,415,343,1,0,0,0,3,30,9,65,30.57,29.43,63580,ESPN,Texas A & M University-College Station,30.618726,-96.336475,University of Arkansas,36.070009,-94.176981,,,2025-10-25 15:33:52
2022,5,2022-10-01,2:30 PM,regular,East Carolina,USF,,,aac,aac,True,48,28,14,27,7,0,0,0,7,14,7,0,26,21,6,13,5,13,3,3,2,3,31,41,465,18,28,253,30,110,36,202,575,455,1,1,0,0,3,24,6,40,30.77,29.23,3708,ESPN+,University of South Florida,28.061458,-82.413232,East Carolina University,35.607186,-77.368291,,,2025-10-25 15:33:52
2022,,2022-12-19,2:30 PM,post,Marshall,Connecticut,,,sun-belt,ind,True,28,14,14,7,7,0,0,0,0,14,0,0,19,18,7,15,3,12,0,1,0,2,10,20,93,11,30,172,45,210,38,144,303,316,1,1,1,3,11,112,10,115,28.65,31.35,12023,ESPN,University of Connecticut,41.809098,-72.249948,Marshall University,38.422482,-82.428964,,,2025-10-25 15:33:52
2022,,2022-12-20,3:30 PM,post,Eastern Michigan,San Jose State,,,mac,mwc,True,41,27,9,21,11,0,0,13,0,7,7,0,22,24,6,14,5,13,2,2,1,3,18,30,298,26,46,366,41,118,25,132,416,498,1,0,1,3,2,30,6,55,33.05,26.95,10122,ESPN,San Jose State University,37.336569,-121.880621,Eastern Michigan University,42.251675,-83.627443,,,2025-10-25 15:33:52
2022,,2022-12-23,3:00 PM,post,UL-Lafayette,Houston,,,sun-belt,aac,True,16,23,7,9,0,0,0,0,6,7,10,0,21,22,3,12,3,13,3,3,3,5,21,31,194,18,27,229,33,129,38,134,323,363,2,0,1,0,5,64,7,61,29.68,30.32,23410,ESPN,University of Houston,29.720393,-95.343537,University of Louisiana at Lafayette,30.212191,-92.020165,,,2025-10-25 15:33:52
2023,1,2023-09-02,7:30 PM,regular,North Carolina,South Carolina,21,,acc,sec,True,31,17,7,10,14,0,0,7,7,0,3,0,21,20,8,13,4,14,1,2,0,4,24,32,269,30,39,353,39,168,31,-2,437,351,0,0,2,0,7,49,6,35,32.62,27.38,68723,ABC,University of South Carolina-Columbia,33.996788,-81.026935,University of North Carolina at Chapel Hill,35.911769,-79.050969,,,2025-10-25 15:33:52
2023,2,2023-09-09,8:00 PM,regular,Air Force,Sam Houston State,,,mwc,cusa,True,13,3,0,3,0,10,0,0,0,3,0,0,18,6,5,13,3,13,0,1,1,1,1,3,14,8,14,44,59,244,30,36,258,80,1,0,0,0,2,20,2,25,36.63,23.37,25121,CBSSN,Sam Houston State University,30.714738,-95.546205,United States Air Force Academy,39.010957,-104.891358,,,2025-10-25 15:33:52
2023,5,2023-09-30,12:00 PM,regular,Texas A&M,Arkansas,,,sec,sec,True,34,22,7,10,10,7,0,3,3,10,6,0,19,10,8,15,5,15,0,1,0,1,17,28,210,9,17,132,39,204,39,42,414,174,2,0,1,1,6,40,0,0,30.55,29.45,59437,SEC NETWORK,University of Arkansas,36.070009,-94.176981,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:52
2023,15,2023-12-09,3:00 PM,regular,Army,Navy,,,ind,aac,True,17,11,0,10,0,7,0,0,0,0,11,0,15,17,5,14,4,14,1,2,1,3,7,14,54,16,29,179,47,205,35,130,259,309,0,1,0,1,5,25,5,25,33.52,26.48,65878,CBS,United States Naval Academy,38.980507,-76.481692,United States Military Academy,41.390479,-73.956603,,,2025-10-25 15:33:53
2023,,2023-12-16,2:15 PM,post,Jacksonville State,UL-Lafayette,,,cusa,sun-belt,True,34,31,7,7,10,7,3,7,7,7,10,0,31,14,10,24,5,16,5,6,0,0,20,35,236,13,27,155,74,290,35,92,526,247,1,0,3,0,2,20,4,22,33,27,14485,ESPN,University of Louisiana at Lafayette,30.212191,-92.020165,Jacksonville State University,33.822938,-85.765321,,,2025-10-25 15:33:53
2023,,2023-12-16,3:30 PM,post,Miami (OH),Appalachian State,,,mac,sun-belt,True,9,13,3,0,6,0,0,3,3,7,0,0,11,22,3,11,4,13,0,1,1,3,6,10,44,18,32,211,42,183,41,177,227,388,3,2,0,1,2,10,3,25,28.37,31.63,11121,ABC,Appalachian State University,36.215536,-81.680583,Miami University-Oxford,39.507757,-84.732954,,,2025-10-25 15:33:53
2023,,2023-12-21,8:00 PM,post,USF,Syracuse,,,aac,acc,True,45,0,14,17,7,7,0,0,0,0,0,0,21,9,5,15,1,17,2,2,1,3,22,31,246,10,24,139,44,161,41,20,407,159,1,2,0,2,9,84,7,50,29.9,30.1,20711,ESPN,Syracuse University,43.040176,-76.136975,University of South Florida,28.061458,-82.413232,,,2025-10-25 15:33:53
2023,,2023-12-23,10:30 PM,post,Coastal Carolina,San Jose State,,,sun-belt,mwc,True,24,14,7,0,7,10,0,0,0,0,14,0,22,22,8,15,4,10,1,2,1,2,20,33,199,16,30,215,40,137,25,159,336,374,0,2,0,0,10,126,8,85,37.27,22.73,7089,ESPN,San Jose State University,37.336569,-121.880621,Coastal Carolina University,33.794995,-79.011767,,,2025-10-25 15:33:53
2023,,2023-12-27,9:00 PM,post,Texas A&M,Oklahoma State,,20,sec,big12,True,23,31,3,3,14,3,0,10,14,7,0,0,20,29,4,11,8,16,0,0,1,1,21,35,372,35,50,436,25,73,29,134,445,570,1,0,1,2,2,20,5,47,27.52,32.48,55212,ESPN,Oklahoma State University-Main Campus,36.123085,-97.069743,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:53
2023,,2023-12-28,2:15 PM,post,Rutgers,Miami (FL),,,big10,acc,True,31,24,7,7,7,10,0,0,10,7,7,0,17,22,5,12,4,12,1,1,1,3,7,15,84,20,31,181,45,208,32,130,292,311,0,0,0,1,6,58,5,45,34.43,25.57,35314,ESPN,University of Miami,25.72126,-80.278662,Rutgers University-New Brunswick,40.498769,-74.446251,,,2025-10-25 15:33:53
2023,,2023-12-29,3:30 PM,post,Iowa State,Memphis,,,big12,aac,True,26,36,0,13,7,6,0,19,3,14,0,0,19,22,7,13,7,14,0,1,3,5,22,40,446,24,34,364,20,0,32,166,446,530,0,0,0,0,3,19,0,0,25.6,34.4,48789,ESPN,University of Memphis,35.118878,-89.938068,Iowa State University,42.026212,-93.648504,,,2025-10-25 15:33:53
2024,5,2024-09-28,3:00 PM,regular,Texas State,Sam Houston State,,,sun-belt,cusa,True,39,40,22,10,7,0,0,0,21,13,6,0,25,25,5,11,5,13,1,3,1,1,29,39,326,10,19,95,28,91,57,298,417,393,1,1,0,0,11,88,6,40,25.63,34.37,27225,ESPN+,Sam Houston State University,30.714738,-95.546205,Texas State University,29.888885,-97.943029,,,2025-10-25 15:33:53
2024,5,2024-09-28,3:30 PM,regular,Arkansas,Texas A&M,,24,sec,sec,True,17,21,14,0,0,3,0,7,7,0,7,0,21,17,5,15,4,13,2,3,0,0,23,41,279,11,22,163,30,100,38,134,379,297,2,0,1,0,10,75,7,63,30.65,29.35,60928,ESPN,Texas A & M University-College Station,30.618726,-96.336475,University of Arkansas,36.070009,-94.176981,,,2025-10-25 15:33:53
2024,,2024-12-19,7:00 PM,post,Georgia Southern,Sam Houston State,,,sun-belt,cusa,True,26,31,0,10,9,7,0,7,14,0,10,0,23,15,7,16,4,12,2,2,0,0,20,35,212,23,28,213,42,181,32,54,393,267,1,1,4,0,5,60,4,30,31.82,28.18,13151,ESPN2,Sam Houston State University,30.714738,-95.546205,Georgia Southern University,32.426153,-81.784045,,,2025-10-25 15:33:53
2024,,2024-12-24,8:00 PM,post,USF,San Jose State,,,aac,mwc,True,41,39,7,14,0,6,14,0,10,10,7,12,15,29,7,17,6,19,1,1,3,3,24,36,235,33,58,280,34,56,36,161,291,441,0,1,1,1,11,104,6,30,25.55,34.45,6720,ESPN,San Jose State University,37.336569,-121.880621,University of South Florida,28.061458,-82.413232,,,2025-10-25 15:33:53
2024,,2024-12-27,10:30 PM,post,USC,Texas A&M,,,big10,sec,True,35,31,0,7,7,21,0,7,0,17,7,0,25,24,6,13,7,15,0,0,1,1,22,39,295,26,42,292,31,105,30,151,400,443,0,0,3,2,6,70,8,73,28.12,31.88,26671,ESPN,Texas A & M University-College Station,30.618726,-96.336475,University of Southern California,34.021281,-118.284169,,,2025-10-25 15:33:53
2024,,2024-12-28,11:00 AM,post,Connecticut,North Carolina,,,ind,acc,True,27,14,10,14,3,0,0,7,0,0,7,0,20,10,8,16,0,9,1,1,1,3,16,24,151,11,14,110,46,210,28,96,361,206,0,0,0,1,4,30,9,55,34.83,25.17,27900,ESPN,University of North Carolina at Chapel Hill,35.911769,-79.050969,University of Connecticut,41.809098,-72.249948,,,2025-10-25 15:33:53
2024,,2024-12-28,2:15 PM,post,UL-Lafayette,TCU,,,sun-belt,big12,True,3,34,0,0,0,3,0,14,13,7,0,0,13,19,5,15,5,13,0,1,2,3,11,26,95,21,34,257,33,114,33,110,209,367,0,0,2,1,6,60,5,45,29.28,30.72,22827,ESPN,Texas Christian University,32.70961,-97.364758,University of Louisiana at Lafayette,30.212191,-92.020165,,,2025-10-25 15:33:53
2024,,2024-12-28,3:30 PM,post,Iowa State,Miami (FL),18,13,big12,acc,True,42,41,21,7,7,7,0,14,17,7,3,0,24,24,6,13,7,14,3,4,2,3,22,36,270,17,33,216,31,145,39,308,415,524,0,2,0,1,2,30,6,45,27.68,32.32,38650,ABC,University of Miami,25.72126,-80.278662,Iowa State University,42.026212,-93.648504,,,2025-10-25 15:33:53
