cfb_school,nces_name,processed_date,latitude,longitude,avg_temperature_2m,avg_humidity_2m,avg_wind_speed_10m,avg_wind_direction_10m,total_precipitation,avg_weather_code,weather_data_points
Morgan State,Morgan State University,2025-10-24T01:07:19.903300,39.344161,-76.585565,16.236802413273,63.916540975364505,10.48360985419809,203.54499748617397,272.5,9.947209653092006,1989
Murray State,Murray State University,2025-10-24T01:07:19.903300,36.612419,-88.323629,18.78697838109603,62.625942684766216,11.368627450980393,166.25842131724485,256.9,7.770236299648064,1989
NC State,North Carolina State University at Raleigh,2025-10-24T01:07:19.903300,35.785111,-78.674517,18.49376571141277,67.07491201608849,9.651181498240323,174.4258421317245,306.4,9.05982905982906,1989
Navy,United States Naval Academy,2025-10-24T01:07:19.903300,38.980507,-76.481692,17.13519356460533,62.12770236299648,15.2579185520362,202.4957264957265,194.1,7.664655605832077,1989
Nebraska,University of Nebraska-Lincoln,2025-10-24T01:07:19.903300,40.817598,-96.700508,15.884263448969332,55.914027149321264,13.906184012066365,190.22473604826547,130.0,3.864756158873806,1989
Nevada,University of Nevada-Reno,2025-10-24T01:07:19.903300,39.543642,-119.815377,14.278129713423832,40.44746103569633,6.722322775263952,176.50779286073404,72.9,4.7722473604826545,1989
New Hampshire,University of New Hampshire-Main Campus,2025-10-24T01:07:19.903300,43.135934,-70.932465,13.184665661136249,63.7325289089995,10.320462543991956,212.70990447461037,209.8,7.837606837606837,1989
New Mexico,University of New Mexico-Main Campus,2025-10-24T01:07:19.903300,35.083868,-106.620155,17.964957264957267,32.14278531925591,8.24811463046757,194.7496229260935,26.4,2.56913021618904,1989
New Mexico State,New Mexico State University-Main Campus,2025-10-24T01:07:19.903300,32.281568,-106.752069,22.178280542986425,29.485168426344895,8.96279537456008,205.95927601809956,27.400000000000002,1.7888386123680242,1989
Nicholls State,Nicholls State University,2025-10-24T01:07:19.903300,29.794486,-90.801571,24.01975867269985,70.62543991955756,10.811613876319758,145.08848667672197,759.3,12.623931623931623,1989
Norfolk State,Norfolk State University,2025-10-24T01:07:19.903300,36.848429,-76.261375,18.384715937657113,69.59577677224736,13.310658622423329,164.56812468577175,202.0,7.5691302161890395,1989
North Alabama,University of North Alabama,2025-10-24T01:07:19.903300,34.806738,-87.681361,20.105580693815988,62.6998491704374,10.199396681749622,173.00553041729512,217.7,7.541980894922071,1989
North Carolina,University of North Carolina at Chapel Hill,2025-10-24T01:07:19.903300,35.911769,-79.050969,18.25771744595274,65.47963800904978,9.220764203117144,167.2262443438914,361.1,9.6184012066365,1989
North Carolina A&T,North Carolina A & T State University,2025-10-24T01:07:19.903300,36.07282,-79.773375,17.808195072900954,64.89944695827049,10.013876319758673,173.2041226747109,317.5,9.016088486676722,1989
North Carolina Central,North Carolina Central University,2025-10-24T01:07:19.903300,35.974237,-78.898602,18.42166918049271,66.80744092508799,9.28064353946707,164.35897435897436,381.1,9.161387631975867,1989
North Dakota,University of North Dakota,2025-10-24T01:07:19.903300,47.921654,-97.071738,9.956058320764203,68.0,13.868577174459526,221.55153343388636,88.8,7.291101055806938,1989
North Dakota State,North Dakota State University-Main Campus,2025-10-24T01:07:19.903300,46.893127,-96.800838,10.598340874811463,67.55857214680744,14.098994469582706,210.6214177978884,101.2,6.592257415786827,1989
North Texas,University of North Texas,2025-10-24T01:07:19.903300,33.211178,-97.148422,22.790648567119156,55.58521870286576,11.676319758672701,151.00502765208648,220.0,5.626445449974862,1989
Northeastern,Northeastern University,2025-10-24T01:07:19.903300,42.339992,-71.088782,14.003418803418803,64.2885872297637,12.644746103569634,208.9492207139266,215.2,7.610859728506787,1989
Northern Arizona,Northern Arizona University,2025-10-24T01:07:19.903300,35.188449,-111.653724,13.863448969331323,38.737556561085974,11.228305681246857,189.13675213675214,86.8,4.572146807440925,1989
Northern Colorado,University of Northern Colorado,2025-10-24T01:07:19.903300,40.410855,-104.692777,15.081447963800905,41.62845651080945,7.952790346907994,176.98541980894922,36.0,3.556058320764203,1989
Northern Illinois,Northern Illinois University,2025-10-24T01:07:19.903300,41.933869,-88.766428,14.12875816993464,61.163901458019104,15.058974358974359,206.21920563097035,111.9,6.829059829059829,1989
Northern Iowa,University of Northern Iowa,2025-10-24T01:07:19.903300,42.514923,-92.459703,13.373554550025139,63.73453996983409,14.940723981900451,202.2599296128708,104.4,6.137757667169432,1989
Northwestern,Northwestern University,2025-10-24T01:07:19.903300,42.050356,-87.679858,14.315485168426346,64.37556561085972,14.357466063348417,186.21870286576168,216.9,8.202111613876319,1989
Northwestern Oklahoma State,Northwestern Oklahoma State University,2025-10-24T01:07:19.903300,36.796658,-98.667673,19.920663650075415,51.43991955756662,14.37687280040221,160.1533433886375,106.2,3.24333836098542,1989
Northwestern State,Northwestern State University of Louisiana,2025-10-24T01:07:19.903300,31.750666,-93.097797,23.54067370537959,62.201608848667675,9.840120663650076,148.6596279537456,289.8,8.251382604323782,1989
Notre Dame,University of Notre Dame,2025-10-24T01:07:19.903300,41.703058,-86.238959,14.339668174962291,67.41025641025641,13.348114630467572,206.86173956762192,200.7,10.444947209653092,1989
Ohio,Ohio University-Main Campus,2025-10-24T01:07:19.903300,39.326798,-82.100985,16.998692810457516,58.86827551533434,10.19069884364002,202.7430869783811,181.7,9.385118149824033,1989
Ohio State,Ohio State University-Main Campus,2025-10-24T01:07:19.903300,39.999324,-83.014853,15.975113122171946,62.716440422322776,10.6114127702363,206.55957767722472,245.7,10.286073403720463,1989
Oklahoma,University of Oklahoma-Norman Campus,2025-10-24T01:07:19.903300,35.209407,-97.444211,21.058320764203117,53.85218702865762,13.241628959276017,159.6817496229261,223.6,4.400703871292107,1989
Oklahoma State,Oklahoma State University-Main Campus,2025-10-24T01:07:19.903300,36.123085,-97.069743,20.348366013071896,55.841628959276015,12.601709401709401,159.06586224233283,151.2,3.828054298642534,1989
Old Dominion,Old Dominion University,2025-10-24T01:07:19.903300,36.886418,-76.30666,18.384715937657113,69.59477124183006,13.310658622423329,164.56812468577175,202.0,7.5691302161890395,1989
Ole Miss,University of Mississippi,2025-10-24T01:07:19.903300,34.365529,-89.537434,20.638461538461538,62.23629964806435,10.304826546003016,169.7285067873303,352.4,7.894419306184012,1989
Oregon,University of Oregon,2025-10-24T01:07:19.903300,44.045146,-123.075792,13.74323780794369,73.33333333333333,8.239265962795375,229.2347913524384,401.3,14.06787330316742,1989
Oregon State,Oregon State University,2025-10-24T01:07:19.903300,44.56395,-123.274723,14.092307692307692,73.710407239819,8.542031171442936,191.5741578682755,270.3,13.287581699346406,1989
Penn State,Pennsylvania State University-Main Campus,2025-10-24T01:07:19.903300,40.7965,-77.862848,13.447762694821517,66.5475113122172,10.615334338863752,212.66264454499748,203.9,10.563097033685269,1989
Pittsburgh,University of Pittsburgh-Pittsburgh Campus,2025-10-24T01:07:19.903300,40.444388,-79.953254,15.129260935143288,65.20563097033686,10.68531925590749,203.6797385620915,321.7,11.986928104575163,1989
Portland State,Portland State University,2025-10-24T01:07:19.903300,45.511601,-122.686289,14.136953242835597,72.08898944193062,9.460130718954249,198.2166918049271,422.6,14.962292609351433,1989
Prairie View A&M,Prairie View A & M University,2025-10-24T01:07:19.903300,30.092425,-95.989475,25.012317747611867,60.10608345902464,11.812619406737053,154.78682755153343,213.7,8.023127199597788,1989
Presbyterian,Presbyterian College,2025-10-24T01:07:19.903300,34.465834,-81.87448,19.306535947712415,64.68778280542986,9.229562594268476,152.36953242835597,347.6,9.156359979889391,1989
Purdue,Purdue University-Main Campus,2025-10-24T01:07:19.903300,40.428206,-86.914435,15.566767219708396,62.43640020110608,13.665057817998994,197.23931623931625,181.9,8.715937657114127,1989
Rhode Island,University of Rhode Island,2025-10-24T01:07:19.903300,41.484691,-71.527356,14.263097033685268,64.64806435394671,11.098541980894922,197.6797385620915,290.0,7.917043740573153,1989
Rice,Rice University,2025-10-24T01:07:19.903300,29.717897,-95.402035,24.698944193061838,67.13071895424837,11.041729512317747,148.47410759175466,408.0,12.109602815485168,1989
Richmond,University of Richmond,2025-10-24T01:07:19.903300,37.577393,-77.538806,17.750779286073406,65.5158371040724,9.814529914529913,183.0814479638009,172.7,7.948215183509301,1989
Robert Morris,Robert Morris University,2025-10-24T01:07:19.903300,40.520415,-80.210468,14.620160884866767,65.52136752136752,10.708748114630469,202.89291101055807,301.1,12.213172448466565,1989
Rutgers,Rutgers University-New Brunswick,2025-10-24T01:07:19.903300,40.498769,-74.446251,16.060432378079437,58.14529914529915,10.968677727501257,200.85771744595274,214.5,8.190548014077425,1989
SE Missouri State,Southeast Missouri State University,2025-10-24T01:07:19.903300,37.311107,-89.531187,17.825339366515838,65.4620412267471,10.938612368024133,174.12770236299647,223.5,7.564102564102564,1989
SMU,Southern Methodist University,2025-10-24T01:07:19.903300,32.843612,-96.783365,23.29693313222725,55.74007038712921,12.12051282051282,156.3710407239819,260.4,6.225741578682755,1989
Sacramento State,California State University-Sacramento,2025-10-24T01:07:19.903300,38.559415,-121.423549,19.4797385620915,55.19808949220714,8.141628959276018,215.26747109100052,162.4,4.866767219708396,1989
Sacred Heart,Sacred Heart University,2025-10-24T01:07:19.903300,41.220893,-73.243332,14.632277526395173,61.496229260935145,11.381548516842635,210.8707893413776,195.1,8.091503267973856,1989
Sam Houston State,Sam Houston State University,2025-10-24T01:07:19.903300,30.714738,-95.546205,24.361789844142784,59.40020110608346,10.301960784313724,161.01307189542484,307.3,8.628456510809452,1989
Samford,Samford University,2025-10-24T01:07:19.903300,33.464128,-86.791799,20.6649069884364,63.462543991955755,10.630266465560583,178.00703871292106,303.4,7.688285570638512,1989
San Diego,San Diego State University,2025-10-24T01:07:19.903300,32.77525,-117.071228,20.62951231774761,54.711915535444945,8.553946706887883,215.74761186525893,3.5,1.6279537456008044,1989
San Diego State,San Diego State University,2025-10-24T01:07:19.903300,32.77525,-117.071228,20.62951231774761,54.711915535444945,8.553946706887883,215.74761186525893,3.5,1.6279537456008044,1989
San Jose State,San Jose State University,2025-10-24T01:07:19.903300,37.336569,-121.880621,18.413574660633483,57.64002011060835,8.894268476621418,256.8139768728004,118.5,4.492207139265963,1989
Savannah State,Savannah State University,2025-10-24T01:07:19.903300,32.024781,-81.063377,21.808396178984417,71.09250879839115,12.859326294620413,154.3805932629462,442.4,12.514328808446455,1989
South Alabama,University of South Alabama,2025-10-24T01:07:19.903300,30.696033,-88.178711,23.56354952237305,64.8974358974359,10.76978381096028,150.68878833584716,274.5,10.524886877828054,1989
South Carolina,University of South Carolina-Columbia,2025-10-24T01:07:19.903300,33.996788,-81.026935,20.07179487179487,66.26043237807944,10.30135746606335,147.08396178984415,294.7,8.701357466063348,1989
South Carolina State,South Carolina State University,2025-10-24T01:07:19.903300,33.497968,-80.848722,20.67038712921066,64.85671191553544,12.04218200100553,143.01759678230266,287.0,8.55857214680744,1989
South Dakota,University of South Dakota,2025-10-24T01:07:19.903300,42.786019,-96.925283,14.00115635997989,59.26998491704374,14.837053795877326,207.51633986928104,116.7,4.5987933634992455,1989
South Dakota State,South Dakota State University,2025-10-24T01:07:19.903300,44.317485,-96.782139,11.548466566113627,64.84364002011061,15.404374057315234,201.5550527903469,113.1,5.6455505279034695,1989
Southeastern Louisiana,Southeastern Louisiana University,2025-10-24T01:07:19.903300,30.514652,-90.468676,23.767320261437906,66.66163901458019,9.648969331322272,153.7863247863248,564.0,11.533433886375063,1989
Southern,Southern University and A & M College,2025-10-24T01:07:19.903300,30.524558,-91.190105,23.859276018099546,65.89039718451482,10.452388134741076,156.31774761186526,485.4,10.017094017094017,1989
Southern Illinois,Southern Illinois University-Carbondale,2025-10-24T01:07:19.903300,37.714193,-89.217273,17.84861739567622,63.76671694318753,11.041478129713424,184.81548516842633,239.5,7.591251885369532,1989
Southern Miss,University of Southern Mississippi,2025-10-24T01:07:19.903300,31.32661,-89.331236,23.52664655605832,61.20864756158874,9.287229763700351,152.80945198592258,235.5,8.060834590246355,1989
Southern Utah,Southern Utah University,2025-10-24T01:07:19.903300,37.674617,-113.070146,14.811613876319758,34.154348919054804,11.615635997988939,203.70035193564604,21.5,3.02262443438914,1989
St. Francis (PA),Saint Francis University,2025-10-24T01:07:19.903300,40.506734,-78.63904,12.35952740070387,69.68476621417798,14.121266968325791,219.33534439416792,272.6,13.690296631473101,1989
Stanford,Stanford University,2025-10-24T01:07:19.903300,37.429434,-122.167359,17.989492207139264,60.629462041226745,9.496782302664656,269.5253896430367,105.4,4.443941679235797,1989
Stephen F. Austin,Stephen F Austin State University,2025-10-24T01:07:19.903300,31.621056,-94.64908,23.960482654600302,58.928104575163395,9.968778280542987,148.29562594268478,273.5,7.900452488687783,1989
Stony Brook,Stony Brook University,2025-10-24T01:07:19.903300,40.91476,-73.12046,15.516943187531423,61.72549019607843,15.055907491201609,200.42684766214177,192.8,7.14027149321267,1989
Syracuse,Syracuse University,2025-10-24T01:07:19.903300,43.040176,-76.136975,12.969180492709905,70.56410256410257,10.865309200603317,210.49924585218702,364.9,15.100553041729512,1989
TCU,Texas Christian University,2025-10-24T01:07:19.903300,32.70961,-97.364758,23.852187028657617,52.53645047762695,12.021166415284062,158.9155354449472,245.6,5.925590749120161,1989
Tarleton State,Tarleton State University,2025-10-24T01:07:19.903300,32.214988,-98.214866,23.49165409753645,49.58371040723982,13.834389140271492,167.5148315736551,212.3,5.382604323780795,1989
Temple,Temple University,2025-10-24T01:07:19.903300,39.980546,-75.156859,16.60708898944193,57.72951231774761,11.389592760180996,203.9441930618401,229.7,7.714932126696833,1989
Tennessee,The University of Tennessee-Knoxville,2025-10-24T01:07:19.903300,35.952082,-83.925852,18.569482151835093,63.717948717948715,8.575716440422323,161.14177978883862,192.0,7.783308195072901,1989
Tennessee State,Tennessee State University,2025-10-24T01:07:19.903300,36.166321,-86.828275,19.261990950226245,63.600301659125186,9.883408748114629,172.60734037204625,308.8,7.906988436400201,1989
Tennessee Tech,Tennessee Technological University,2025-10-24T01:07:19.903300,36.174754,-85.504039,18.23288084464555,62.278029160382104,10.656812468577176,170.9451985922574,213.1,9.116138763197586,1989
Tennessee-Martin,The University of Tennessee-Martin,2025-10-24T01:07:19.903300,36.340338,-88.864211,19.1964303670186,62.6289592760181,11.052187028657617,172.26998491704373,301.6,7.834590246354952,1989
Texas,The University of Texas at Austin,2025-10-24T01:07:19.903300,30.282825,-97.738273,25.08964303670186,55.02413273001508,11.407038712921064,141.0824534942182,182.9,7.379587732528909,1989
Texas A&M,Texas A & M University-College Station,2025-10-24T01:07:19.903300,30.618726,-96.336475,25.479436902966313,53.782805429864254,12.128707893413775,150.50276520864756,190.5,6.392659627953746,1989
Texas A&M-Commerce,Texas A & M University-Commerce,2025-10-24T01:07:19.903300,33.243745,-95.908451,22.50236299648064,57.8034188034188,11.731523378582201,153.34841628959276,153.5,5.940673705379588,1989
Texas Southern,Texas Southern University,2025-10-24T01:07:19.903300,29.721046,-95.361113,24.541930618401206,68.38009049773756,11.03383609854198,147.43489190548013,416.5,12.89894419306184,1989
Texas State,Texas State University,2025-10-24T01:07:19.903300,29.888885,-97.943029,25.304524886877825,53.411764705882355,11.578481649069884,137.68728004022122,202.8,8.426344896933132,1989
Texas Tech,Texas Tech University,2025-10-24T01:07:19.903300,33.583448,-101.874783,21.174861739567625,43.65258924082453,14.141075917546505,178.59728506787332,67.7,3.615887380593263,1989
Toledo,University of Toledo,2025-10-24T01:07:19.903300,41.660572,-83.614714,15.063046757164406,64.40372046254399,13.11111111111111,198.70537958773252,177.9,9.877325289089995,1989
Towson,Towson University,2025-10-24T01:07:19.903300,39.393622,-76.611164,15.931825037707391,63.86274509803921,10.44725992961287,207.33232780291604,267.8,9.800904977375566,1989
Troy,Troy University,2025-10-24T01:07:19.903300,31.800672,-85.957094,22.04429361488185,63.431372549019606,10.107340372046254,157.43388637506285,306.1,7.656611362493716,1989
Tulane,Tulane University of Louisiana,2025-10-24T01:07:19.903300,29.940069,-90.122144,24.025590749120163,70.81045751633987,11.344695827048767,152.38662644544996,656.2,12.859225741578683,1989
Tulsa,University of Tulsa,2025-10-24T01:07:19.903300,36.152324,-95.945941,19.977325289089997,58.84866767219708,12.153242835595776,150.79336349924586,199.8,5.0462543991955755,1989
UAB,University of Alabama at Birmingham,2025-10-24T01:07:19.903300,33.505697,-86.799345,20.864906988436402,63.502262443438916,10.630266465560583,178.00703871292106,303.4,7.688285570638512,1989
UC-Davis,University of California-Davis,2025-10-24T01:07:19.903300,38.539667,-121.749567,19.918954248366013,51.57114127702363,9.633886375062845,206.22875816993465,154.0,4.594771241830065,1989
UCF,University of Central Florida,2025-10-24T01:07:19.903300,28.602159,-81.200889,24.525741578682755,73.11915535444948,11.095022624434389,148.59879336349925,638.5,18.403217697335343,1989
UCLA,University of California-Los Angeles,2025-10-24T01:07:19.903300,34.07178,-118.442179,19.966214177978884,53.10507792860734,7.515937657114128,187.3700351935646,5.5,1.7843137254901962,1989
UL-Lafayette,University of Louisiana at Lafayette,2025-10-24T01:07:19.903300,30.212191,-92.020165,23.93001508295626,67.99346405228758,11.339265962795373,149.0749120160885,555.9,10.360482654600302,1989
UL-Monroe,University of Louisiana at Monroe,2025-10-24T01:07:19.903300,32.527748,-92.07374,22.802714932126698,63.04977375565611,9.902664655605832,143.20864756158875,255.1,7.0794369029663144,1989
UNLV,University of Nevada-Las Vegas,2025-10-24T01:07:19.903300,36.106047,-115.138462,23.726998491704375,20.705882352941178,8.910005027652087,184.85168426344896,4.6,0.8285570638511816,1989
USC,University of Southern California,2025-10-24T01:07:19.903300,34.021281,-118.284169,20.04610356963298,55.70537958773253,9.619808949220714,193.04323780794368,3.8000000000000003,1.5656108597285068,1989
USF,University of South Florida,2025-10-24T01:07:19.903300,28.061458,-82.413232,24.6710407239819,72.38310708898945,11.165560583207641,128.0497737556561,562.1,14.367521367521368,1989
UTEP,The University of Texas at El Paso,2025-10-24T01:07:19.903300,31.77015,-106.504098,22.265359477124186,30.77777777777778,10.584816490698843,172.4102564102564,17.900000000000002,1.8185017596782302,1989
UTSA,The University of Texas at San Antonio,2025-10-24T01:07:19.903300,29.583709,-98.620657,25.22885872297637,53.044746103569636,10.854700854700855,138.25238813474107,184.3,8.148818501759678,1989
Utah,University of Utah,2025-10-24T01:07:19.903300,40.762484,-111.846044,14.420663650075415,42.073403720462544,8.494218200100553,194.5887380593263,94.0,6.747611865258924,1989
Utah State,Utah State University,2025-10-24T01:07:19.903300,41.740748,-111.81391,12.54218200100553,48.201106083459024,5.639819004524887,214.54399195575667,124.3,7.42684766214178,1989
Utah Tech,Dixie State University,2025-10-24T01:07:19.903300,37.102769,-113.565903,20.603318250377075,27.732528908999498,6.4587732528909,205.7199597787833,17.8,1.3353443941679235,1989
Valparaiso,Valparaiso University,2025-10-24T01:07:19.903300,41.462239,-87.040172,14.529260935143288,63.65761689291101,14.54756158873806,197.7209653092006,203.9,8.509803921568627,1989
Vanderbilt,Vanderbilt University,2025-10-24T01:07:19.903300,36.14659,-86.803369,19.112820512820512,63.57566616390146,9.883408748114629,172.60734037204625,308.8,7.906988436400201,1989
Villanova,Villanova University,2025-10-24T01:07:19.903300,40.039388,-75.345457,15.748164906988436,58.38562091503268,11.28054298642534,214.66515837104072,216.9,7.931623931623932,1989
Virginia,University of Virginia-Main Campus,2025-10-24T01:07:19.903300,38.035665,-78.503428,16.93011563599799,62.09854198089492,8.386978381096029,181.0507792860734,227.6,8.5359477124183,1989
Virginia Military,Virginia Military Institute,2025-10-24T01:07:19.903300,37.7896,-79.437067,16.476370035193565,62.16742081447964,7.601357466063349,205.40774258421317,241.2,8.240321769733534,1989
Virginia Tech,Virginia Polytechnic Institute and State University,2025-10-24T01:07:19.903300,37.229012,-80.423675,15.252187028657616,62.19205630970337,9.886375062845651,210.604826546003,240.1,8.777777777777779,1989
Wagner,Wagner College,2025-10-24T01:07:19.903300,40.615588,-74.092913,15.453343388637506,58.69733534439417,12.126344896933132,197.01357466063348,188.7,7.989441930618401,1989
Wake Forest,Wake Forest University,2025-10-24T01:07:19.903300,36.133609,-80.277446,17.42569130216189,64.3076923076923,9.556309703368527,168.11211664152842,272.3,9.660130718954248,1989
Washington,University of Washington-Seattle Campus,2025-10-24T01:07:19.903300,47.65538,-122.30514,12.67083961789844,77.90397184514832,11.307742584213171,189.37053795877324,301.7,13.659125188536953,1989
Washington State,Washington State University,2025-10-24T01:07:19.903300,46.730448,-117.158168,12.392006033182504,57.557063851181496,12.5649069884364,196.236802413273,170.1,9.774761186525893,1989
Weber State,Weber State University,2025-10-24T01:07:19.903300,41.192591,-111.944845,12.928506787330317,47.36551030668678,9.234338863750628,183.72347913524385,96.0,5.955756661639015,1989
West Virginia,West Virginia University,2025-10-24T01:07:19.903300,39.634371,-79.954391,15.877677224736049,64.33132227249874,10.365309200603317,196.37305178481648,238.3,11.72750125691302,1989
Western Carolina,Western Carolina University,2025-10-24T01:07:19.903300,35.308979,-83.186258,17.353192559074913,63.252388134741075,5.9714932126696825,214.22222222222223,241.0,8.619406737053795,1989
Western Illinois,Western Illinois University,2025-10-24T01:07:19.903300,40.468086,-90.686899,15.129964806435394,63.932126696832576,13.578029160382101,199.5233785822021,119.8,6.031674208144796,1989
Western Kentucky,Western Kentucky University,2025-10-24T01:07:19.903300,36.985035,-86.456828,18.6079939668175,61.73001508295626,10.044746103569633,176.88185017596783,253.2,7.793363499245852,1989
Western Michigan,Western Michigan University,2025-10-24T01:07:19.903300,42.282194,-85.613759,13.819708396178985,68.01558572146807,12.402262443438913,208.39668174962293,218.7,11.456008044243339,1989
Western New Mexico,Western New Mexico University,2025-10-24T01:07:19.903300,32.7767,-108.283284,18.325188536953245,30.460532931121165,11.727702362996482,195.68426344896932,53.0,3.377073906485671,1989
William & Mary,William & Mary,2025-10-24T01:07:19.903300,37.269489,-76.708214,18.050226244343893,65.91402714932127,10.484112619406737,187.04273504273505,192.5,7.678733031674208,1989
Wisconsin,University of Wisconsin-Madison,2025-10-24T01:07:19.903300,43.075409,-89.404098,12.849824032176972,66.22171945701358,13.512016088486677,202.13474107591756,117.1,7.440422322775264,1989
Wofford,Wofford College,2025-10-24T01:07:19.903300,34.959411,-81.933568,18.808295625942684,63.74057315233786,9.54851684263449,153.82604323780794,370.5,8.217194570135746,1989
Wyoming,University of Wyoming,2025-10-24T01:07:19.903300,41.311773,-105.57931,10.586073403720462,43.64454499748617,13.872750125691303,210.8456510809452,58.9,5.513826043237808,1989
Yale,Yale University,2025-10-24T01:07:19.903300,41.311158,-72.926688,15.089089994972348,60.65811965811966,12.541830065359477,203.51030668677728,215.1,7.840623428858723,1989
Youngstown State,Youngstown State University,2025-10-24T01:07:19.903300,41.104928,-80.64659,14.566716943187531,67.01156359979889,11.982302664655606,209.70135746606334,300.6,12.564605329311211,1989
